,test_name,model_arch,transforms,normalized,weight_decay,split_nummax_error,min_error,avg_error,train_df,max_error,split_num
116,resnet18_1_modified_False,resnet18,stock,norm,1.0,,0.368421,0.5037595714285714,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.937982    0.814474    0.684211   NaN
1      1    0.881058    0.890199    0.631579   NaN
2      2    0.837002    0.758637    0.526316   NaN
3      3    0.763765    0.719615    0.421053   NaN
4      4    0.683593    0.640565    0.473684   NaN
5      5    0.688053    0.658616    0.421053   NaN
6      6    0.687066    0.646588    0.368421   NaN",0.684211,27.0
117,resnet18_1_modified_False,resnet18,stock,norm,1.0,,0.578947,0.706767,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.885867    0.902645    0.631579   NaN
1      1    0.910462    0.843302    0.578947   NaN
2      2    0.871985    1.196250    0.684211   NaN
3      3    0.793836    0.929330    0.631579   NaN
4      4    0.704323    0.878092    0.789474   NaN
5      5    0.660716    0.927812    0.789474   NaN
6      6    0.601120    0.924602    0.842105   NaN",0.8421049999999999,28.0
118,resnet18_1_modified_False,resnet18,stock,norm,1.0,,0.42105299999999996,0.5263157142857142,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.896949    0.832871    0.473684   NaN
1      1    0.877617    1.060666    0.578947   NaN
2      2    0.869565    0.756852    0.526316   NaN
3      3    0.800329    0.859746    0.631579   NaN
4      4    0.736686    0.824913    0.421053   NaN
5      5    0.716626    0.814750    0.578947   NaN
6      6    0.667723    0.836990    0.473684   NaN",0.631579,29.0
119,resnet18_1_modified_False,resnet18,stock,norm,1.0,,0.44444399999999995,0.6349205714285714,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.073167    0.854203    0.444444   NaN
1      1    1.006583    1.452690    0.500000   NaN
2      2    0.902251    1.344692    0.666667   NaN
3      3    0.772036    1.314526    0.611111   NaN
4      4    0.716116    1.215944    0.833333   NaN
5      5    0.705692    1.106934    0.666667   NaN
6      6    0.675204    1.238348    0.722222   NaN",0.833333,30.0
120,resnet18_5_None_True,resnet18,stock,norm,5.0,,0.473684,0.5639095714285713,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.740522    0.850548    0.578947   NaN
1      1    0.777810    0.720651    0.473684   NaN
2      2    0.734814    0.706472    0.631579   NaN
3      3    0.705502    0.692794    0.473684   NaN
4      4    0.691492    0.701656    0.631579   NaN
5      5    0.690493    0.698262    0.578947   NaN
6      6    0.682983    0.697778    0.578947   NaN",0.631579,1.0
121,resnet18_5_None_True,resnet18,stock,norm,5.0,,0.42105299999999996,0.5112782857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.935822    0.654405    0.421053   NaN
1      1    0.822644    0.709093    0.421053   NaN
2      2    0.726606    0.713854    0.578947   NaN
3      3    0.678733    0.698674    0.526316   NaN
4      4    0.669552    0.708894    0.578947   NaN
5      5    0.674142    0.702837    0.526316   NaN
6      6    0.680039    0.711726    0.526316   NaN",0.578947,2.0
122,resnet18_5_None_True,resnet18,stock,norm,5.0,,0.42105299999999996,0.593985,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.029862    0.862124    0.421053   NaN
1      1    0.811910    0.811131    0.736842   NaN
2      2    0.737709    0.744365    0.578947   NaN
3      3    0.682831    0.731886    0.684211   NaN
4      4    0.676034    0.701999    0.526316   NaN
5      5    0.675735    0.709209    0.631579   NaN
6      6    0.673002    0.708634    0.578947   NaN",0.736842,3.0
123,resnet18_5_None_True,resnet18,stock,norm,5.0,,0.526316,0.5789474285714284,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.075783    0.825582    0.526316   NaN
1      1    0.822820    0.715283    0.578947   NaN
2      2    0.733862    0.748087    0.631579   NaN
3      3    0.702679    0.715797    0.684211   NaN
4      4    0.692815    0.709231    0.578947   NaN
5      5    0.684810    0.708300    0.526316   NaN
6      6    0.679516    0.709646    0.526316   NaN",0.684211,4.0
124,resnet18_5_None_True,resnet18,stock,norm,5.0,,0.388889,0.5634922857142858,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.021689    0.689040    0.388889   NaN
1      1    0.828079    0.812819    0.666667   NaN
2      2    0.744361    0.701126    0.500000   NaN
3      3    0.715439    0.697653    0.611111   NaN
4      4    0.695349    0.702518    0.555556   NaN
5      5    0.686261    0.704504    0.666667   NaN
6      6    0.679455    0.706128    0.555556   NaN",0.666667,5.0
125,resnet18_5_Stock_True,resnet18,stock,norm,5.0,,0.368421,0.4360902857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.917910    0.685276    0.526316   NaN
1      1    0.816833    0.674420    0.473684   NaN
2      2    0.760629    0.678664    0.421053   NaN
3      3    0.697237    0.675825    0.473684   NaN
4      4    0.694018    0.679072    0.368421   NaN
5      5    0.685893    0.679128    0.368421   NaN
6      6    0.680104    0.679943    0.421053   NaN",0.526316,6.0
126,resnet18_5_Stock_True,resnet18,stock,norm,5.0,,0.42105299999999996,0.5413534285714285,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.886368    0.717143    0.421053   NaN
1      1    0.792291    0.748125    0.526316   NaN
2      2    0.737277    0.681482    0.473684   NaN
3      3    0.709945    0.695699    0.578947   NaN
4      4    0.694987    0.696146    0.473684   NaN
5      5    0.686788    0.703282    0.631579   NaN
6      6    0.685824    0.702879    0.684211   NaN",0.684211,7.0
127,resnet18_5_Stock_True,resnet18,stock,norm,5.0,,0.368421,0.46616542857142856,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.842471    0.831291    0.578947   NaN
1      1    0.743067    0.765380    0.578947   NaN
2      2    0.705920    0.667389    0.368421   NaN
3      3    0.680893    0.659656    0.421053   NaN
4      4    0.682257    0.678542    0.421053   NaN
5      5    0.679671    0.688495    0.473684   NaN
6      6    0.680665    0.684645    0.421053   NaN",0.578947,8.0
128,resnet18_5_Stock_True,resnet18,stock,norm,5.0,,0.315789,0.5037592857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.947185    0.706544    0.315789   NaN
1      1    0.821293    0.813684    0.578947   NaN
2      2    0.752452    0.726422    0.526316   NaN
3      3    0.691490    0.720121    0.473684   NaN
4      4    0.679260    0.729402    0.526316   NaN
5      5    0.666910    0.726651    0.526316   NaN
6      6    0.664096    0.737138    0.578947   NaN",0.578947,9.0
129,resnet18_5_Stock_True,resnet18,stock,norm,5.0,,0.5,0.5952382857142856,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.881727    0.789235    0.555556   NaN
1      1    0.827399    0.865944    0.722222   NaN
2      2    0.753328    0.746134    0.611111   NaN
3      3    0.711546    0.709561    0.555556   NaN
4      4    0.685543    0.701946    0.666667   NaN
5      5    0.677649    0.701020    0.555556   NaN
6      6    0.678283    0.702836    0.500000   NaN",0.722222,10.0
130,resnet18_5_modified_True,resnet18,stock,norm,5.0,,0.368421,0.45864671428571435,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.785511    0.743459    0.421053   NaN
1      1    0.789925    0.691216    0.368421   NaN
2      2    0.741965    0.712409    0.631579   NaN
3      3    0.706045    0.683467    0.526316   NaN
4      4    0.694712    0.683104    0.473684   NaN
5      5    0.690363    0.682725    0.421053   NaN
6      6    0.686431    0.682261    0.368421   NaN",0.631579,11.0
131,resnet18_5_modified_True,resnet18,stock,norm,5.0,,0.263158,0.481203,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.000251    0.617090    0.263158   NaN
1      1    0.757249    0.747540    0.526316   NaN
2      2    0.707085    0.706308    0.578947   NaN
3      3    0.693277    0.702499    0.473684   NaN
4      4    0.684482    0.697573    0.526316   NaN
5      5    0.676097    0.703974    0.473684   NaN
6      6    0.669478    0.706711    0.526316   NaN",0.578947,12.0
132,resnet18_5_modified_True,resnet18,stock,norm,5.0,,0.42105299999999996,0.4812031428571429,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.984531    0.697484    0.421053   NaN
1      1    0.919161    0.714143    0.421053   NaN
2      2    0.776577    0.722648    0.631579   NaN
3      3    0.726034    0.696968    0.526316   NaN
4      4    0.701528    0.694257    0.421053   NaN
5      5    0.690537    0.691002    0.473684   NaN
6      6    0.688823    0.691029    0.473684   NaN",0.631579,13.0
133,resnet18_5_modified_True,resnet18,stock,norm,5.0,,0.526316,0.5864662857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.014169    0.880106    0.526316   NaN
1      1    0.845935    0.784357    0.736842   NaN
2      2    0.731412    0.745822    0.684211   NaN
3      3    0.696301    0.727736    0.578947   NaN
4      4    0.685617    0.721534    0.526316   NaN
5      5    0.677263    0.717163    0.526316   NaN
6      6    0.679003    0.718639    0.526316   NaN",0.736842,14.0
134,resnet18_5_modified_True,resnet18,stock,norm,5.0,,0.44444399999999995,0.595238,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.924845    0.744109    0.444444   NaN
1      1    0.864583    0.666658    0.444444   NaN
2      2    0.736178    0.724471    0.555556   NaN
3      3    0.687948    0.714827    0.555556   NaN
4      4    0.681513    0.721773    0.722222   NaN
5      5    0.680079    0.720851    0.722222   NaN
6      6    0.677423    0.716779    0.722222   NaN",0.722222,15.0
135,resnet18_5_None_False,resnet18,stock,norm,5.0,,0.368421,0.42857142857142866,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.019303    0.825240    0.578947   NaN
1      1    0.798795    0.688642    0.421053   NaN
2      2    0.730732    0.678515    0.473684   NaN
3      3    0.704947    0.685226    0.368421   NaN
4      4    0.682935    0.691436    0.368421   NaN
5      5    0.680067    0.695825    0.421053   NaN
6      6    0.681984    0.691462    0.368421   NaN",0.578947,16.0
136,resnet18_5_None_False,resnet18,stock,norm,5.0,,0.21052600000000002,0.4135337142857143,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.959466    0.833818    0.684211   NaN
1      1    0.802643    0.651712    0.368421   NaN
2      2    0.716239    0.671738    0.315789   NaN
3      3    0.691727    0.667133    0.210526   NaN
4      4    0.688335    0.688721    0.526316   NaN
5      5    0.682360    0.687104    0.473684   NaN
6      6    0.679779    0.683705    0.315789   NaN",0.684211,17.0
137,resnet18_5_None_False,resnet18,stock,norm,5.0,,0.526316,0.6842107142857143,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.026302    0.778837    0.526316   NaN
1      1    0.862284    0.813112    0.578947   NaN
2      2    0.785461    0.737344    0.684211   NaN
3      3    0.728287    0.702128    0.631579   NaN
4      4    0.703638    0.723271    0.789474   NaN
5      5    0.692251    0.717022    0.789474   NaN
6      6    0.685971    0.721764    0.789474   NaN",0.789474,18.0
138,resnet18_5_None_False,resnet18,stock,norm,5.0,,0.368421,0.4135338571428572,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.878388    0.718447    0.368421   NaN
1      1    0.811072    0.638627    0.421053   NaN
2      2    0.743639    0.670586    0.368421   NaN
3      3    0.712779    0.695556    0.368421   NaN
4      4    0.694965    0.696592    0.578947   NaN
5      5    0.690041    0.692717    0.421053   NaN
6      6    0.677907    0.689313    0.368421   NaN",0.578947,19.0
139,resnet18_5_None_False,resnet18,stock,norm,5.0,,0.333333,0.468254,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.008424    0.704575    0.333333   NaN
1      1    0.793076    0.744448    0.388889   NaN
2      2    0.760471    0.698741    0.555556   NaN
3      3    0.715060    0.705381    0.500000   NaN
4      4    0.695021    0.705469    0.444444   NaN
5      5    0.689103    0.706875    0.555556   NaN
6      6    0.680835    0.706900    0.500000   NaN",0.555556,20.0
140,resnet18_5_Stock_False,resnet18,stock,norm,5.0,,0.263158,0.4285712857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.729591    0.747047    0.526316   NaN
1      1    0.743583    0.696853    0.578947   NaN
2      2    0.752657    0.710660    0.578947   NaN
3      3    0.729653    0.686482    0.421053   NaN
4      4    0.705670    0.682080    0.315789   NaN
5      5    0.694462    0.677813    0.315789   NaN
6      6    0.687116    0.679008    0.263158   NaN",0.578947,21.0
141,resnet18_5_Stock_False,resnet18,stock,norm,5.0,,0.473684,0.5488719999999999,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.993561    0.813160    0.473684   NaN
1      1    0.879916    0.709167    0.578947   NaN
2      2    0.754144    0.673954    0.473684   NaN
3      3    0.706946    0.697177    0.526316   NaN
4      4    0.682241    0.702870    0.578947   NaN
5      5    0.679774    0.701152    0.631579   NaN
6      6    0.676673    0.706990    0.578947   NaN",0.631579,22.0
142,resnet18_5_Stock_False,resnet18,stock,norm,5.0,,0.526316,0.6842107142857142,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.057110    0.712931    0.526316   NaN
1      1    0.842836    0.696527    0.631579   NaN
2      2    0.764949    0.766723    0.684211   NaN
3      3    0.721726    0.730254    0.684211   NaN
4      4    0.703761    0.720608    0.631579   NaN
5      5    0.692912    0.721571    0.842105   NaN
6      6    0.689408    0.723039    0.789474   NaN",0.8421049999999999,23.0
143,resnet18_5_Stock_False,resnet18,stock,norm,5.0,,0.42105299999999996,0.5413534285714285,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.977419    0.826334    0.684211   NaN
1      1    0.843018    0.692068    0.526316   NaN
2      2    0.753210    0.704782    0.631579   NaN
3      3    0.710115    0.692050    0.421053   NaN
4      4    0.697941    0.693460    0.578947   NaN
5      5    0.689246    0.697181    0.473684   NaN
6      6    0.685858    0.697047    0.473684   NaN",0.684211,24.0
144,resnet18_5_Stock_False,resnet18,stock,norm,5.0,,0.44444399999999995,0.6746030000000001,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.840183    0.853766    0.444444   NaN
1      1    0.815356    0.965196    0.722222   NaN
2      2    0.757314    0.736821    0.611111   NaN
3      3    0.713258    0.718505    0.722222   NaN
4      4    0.694665    0.720140    0.722222   NaN
5      5    0.685701    0.719611    0.777778   NaN
6      6    0.677547    0.719416    0.722222   NaN",0.777778,25.0
145,resnet18_5_modified_False,resnet18,stock,norm,5.0,,0.368421,0.4661655714285714,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.794072    0.835962    0.631579   NaN
1      1    0.752222    0.688150    0.368421   NaN
2      2    0.717116    0.696569    0.421053   NaN
3      3    0.706434    0.688683    0.421053   NaN
4      4    0.701405    0.692752    0.526316   NaN
5      5    0.693689    0.693125    0.421053   NaN
6      6    0.686681    0.693822    0.473684   NaN",0.631579,26.0
146,resnet18_5_modified_False,resnet18,stock,norm,5.0,,0.263158,0.5037592857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.726331    0.854451    0.578947   NaN
1      1    0.796283    0.643829    0.263158   NaN
2      2    0.729906    0.694841    0.473684   NaN
3      3    0.704759    0.690319    0.473684   NaN
4      4    0.684858    0.699635    0.631579   NaN
5      5    0.685892    0.701097    0.526316   NaN
6      6    0.683621    0.698725    0.578947   NaN",0.631579,27.0
147,resnet18_5_modified_False,resnet18,stock,norm,5.0,,0.315789,0.5413532857142856,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.915211    0.599154    0.315789   NaN
1      1    0.786757    0.795637    0.684211   NaN
2      2    0.743508    0.699805    0.473684   NaN
3      3    0.708001    0.703255    0.578947   NaN
4      4    0.698570    0.704813    0.473684   NaN
5      5    0.689693    0.699758    0.631579   NaN
6      6    0.685580    0.702449    0.631579   NaN",0.684211,28.0
148,resnet18_5_modified_False,resnet18,stock,norm,5.0,,0.473684,0.5488721428571428,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.968741    0.813617    0.473684   NaN
1      1    0.836113    0.751953    0.526316   NaN
2      2    0.741435    0.705450    0.526316   NaN
3      3    0.705198    0.694860    0.526316   NaN
4      4    0.686338    0.698225    0.578947   NaN
5      5    0.677642    0.705323    0.631579   NaN
6      6    0.679848    0.705584    0.578947   NaN",0.631579,29.0
149,resnet18_5_modified_False,resnet18,stock,norm,5.0,,0.555556,0.6666667142857143,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.065956    0.912973    0.777778   NaN
1      1    0.868074    0.763457    0.555556   NaN
2      2    0.754495    0.723968    0.555556   NaN
3      3    0.705807    0.717417    0.722222   NaN
4      4    0.686040    0.710280    0.722222   NaN
5      5    0.679710    0.709668    0.611111   NaN
6      6    0.674467    0.712135    0.722222   NaN",0.777778,30.0
150,resnet34_0.003_None_True,resnet34,stock,norm,0.003,,0.42105299999999996,0.518797,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.067304    0.887150    0.578947   NaN
1      1    0.999782    1.096460    0.578947   NaN
2      2    0.918485    0.740588    0.421053   NaN
3      3    0.978800    0.824123    0.421053   NaN
4      4    0.908009    0.965832    0.578947   NaN
5      5    0.766617    0.892291    0.526316   NaN
6      6    0.794418    0.975477    0.526316   NaN",0.578947,1.0
151,resnet34_0.003_None_True,resnet34,stock,norm,0.003,,0.315789,0.4736841428571429,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.798320    0.857025    0.578947   NaN
1      1    0.867946    0.873905    0.421053   NaN
2      2    0.818100    0.972023    0.526316   NaN
3      3    0.770800    0.988621    0.578947   NaN
4      4    0.773717    0.871029    0.368421   NaN
5      5    0.722314    0.902435    0.526316   NaN
6      6    0.733783    0.788482    0.315789   NaN",0.578947,2.0
152,resnet34_0.003_None_True,resnet34,stock,norm,0.003,,0.42105299999999996,0.5263157142857142,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.061056    1.005621    0.631579   NaN
1      1    1.033996    0.852684    0.421053   NaN
2      2    0.838195    0.995882    0.473684   NaN
3      3    0.908381    0.914060    0.526316   NaN
4      4    0.914033    0.869776    0.473684   NaN
5      5    0.845209    0.935037    0.578947   NaN
6      6    0.755279    1.003489    0.578947   NaN",0.631579,3.0
153,resnet34_0.003_None_True,resnet34,stock,norm,0.003,,0.315789,0.5112781428571428,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.877667    0.980066    0.526316   NaN
1      1    0.912768    1.411566    0.631579   NaN
2      2    0.964702    0.944713    0.473684   NaN
3      3    0.935447    0.778324    0.315789   NaN
4      4    0.875579    0.959261    0.421053   NaN
5      5    0.840173    1.012585    0.631579   NaN
6      6    0.731842    1.003870    0.578947   NaN",0.631579,4.0
154,resnet34_0.003_None_True,resnet34,stock,norm,0.003,,0.333333,0.5000001428571429,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.916560    0.761712    0.388889   NaN
1      1    1.063932    0.830651    0.555556   NaN
2      2    1.000307    0.822856    0.666667   NaN
3      3    0.849287    0.823217    0.333333   NaN
4      4    0.787642    0.755208    0.555556   NaN
5      5    0.710638    0.690212    0.444444   NaN
6      6    0.733990    0.713598    0.555556   NaN",0.666667,5.0
155,resnet34_0.003_Stock_True,resnet34,stock,norm,0.003,,0.42105299999999996,0.6691731428571429,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.028783    0.840091    0.421053   NaN
1      1    0.958696    0.903103    0.684211   NaN
2      2    0.986311    1.298105    0.736842   NaN
3      3    0.903519    1.150469    0.631579   NaN
4      4    0.889352    1.234852    0.684211   NaN
5      5    0.798652    1.084932    0.736842   NaN
6      6    0.737103    1.124243    0.789474   NaN",0.789474,6.0
156,resnet34_0.003_Stock_True,resnet34,stock,norm,0.003,,0.578947,0.6766918571428572,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.960479    1.008958    0.684211   NaN
1      1    1.001063    0.874917    0.578947   NaN
2      2    0.842552    1.076310    0.684211   NaN
3      3    0.859125    1.109171    0.684211   NaN
4      4    0.765410    1.250158    0.736842   NaN
5      5    0.821226    0.993591    0.631579   NaN
6      6    0.901544    1.092831    0.736842   NaN",0.736842,7.0
157,resnet34_0.003_Stock_True,resnet34,stock,norm,0.003,,0.42105299999999996,0.5112782857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.923028    0.860826    0.526316   NaN
1      1    0.890572    1.234151    0.736842   NaN
2      2    0.870585    0.686522    0.473684   NaN
3      3    0.905602    0.787584    0.526316   NaN
4      4    0.798704    0.791561    0.473684   NaN
5      5    0.785284    0.773527    0.421053   NaN
6      6    0.780596    0.767145    0.421053   NaN",0.736842,8.0
158,resnet34_0.003_Stock_True,resnet34,stock,norm,0.003,,0.42105299999999996,0.48872185714285715,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.813906    0.827169    0.526316   NaN
1      1    0.922238    0.906726    0.526316   NaN
2      2    0.981522    1.056987    0.526316   NaN
3      3    0.954833    0.872350    0.473684   NaN
4      4    0.908850    0.896115    0.473684   NaN
5      5    0.866536    0.824721    0.473684   NaN
6      6    0.797890    0.891176    0.421053   NaN",0.526316,9.0
159,resnet34_0.003_Stock_True,resnet34,stock,norm,0.003,,0.44444399999999995,0.563492,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.833285    0.893727    0.611111   NaN
1      1    0.966715    0.852760    0.611111   NaN
2      2    0.856810    1.010207    0.611111   NaN
3      3    0.846763    1.250012    0.611111   NaN
4      4    0.822176    0.801567    0.444444   NaN
5      5    0.856920    0.870754    0.555556   NaN
6      6    0.882410    0.867326    0.500000   NaN",0.611111,10.0
160,resnet34_0.003_modified_True,resnet34,stock,norm,0.003,,0.368421,0.5112781428571428,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.954244    0.879811    0.631579   NaN
1      1    0.970777    0.785198    0.473684   NaN
2      2    0.875381    0.830243    0.526316   NaN
3      3    0.848626    0.684656    0.368421   NaN
4      4    0.828150    0.660722    0.526316   NaN
5      5    0.816293    0.649712    0.578947   NaN
6      6    0.854804    0.636734    0.473684   NaN",0.631579,11.0
161,resnet34_0.003_modified_True,resnet34,stock,norm,0.003,,0.578947,0.6766918571428572,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.911978    0.893308    0.684211   NaN
1      1    0.904036    1.062618    0.578947   NaN
2      2    0.943973    1.127073    0.789474   NaN
3      3    0.891299    0.999566    0.578947   NaN
4      4    0.838960    1.017296    0.684211   NaN
5      5    0.834374    1.141507    0.684211   NaN
6      6    0.786662    1.089496    0.736842   NaN",0.789474,12.0
162,resnet34_0.003_modified_True,resnet34,stock,norm,0.003,,0.42105299999999996,0.518797,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.104858    1.086343    0.631579   NaN
1      1    0.933446    1.108909    0.631579   NaN
2      2    0.793452    0.924005    0.473684   NaN
3      3    0.850281    0.891073    0.421053   NaN
4      4    0.733981    0.910186    0.473684   NaN
5      5    0.731876    0.958347    0.526316   NaN
6      6    0.750574    0.975090    0.473684   NaN",0.631579,13.0
163,resnet34_0.003_modified_True,resnet34,stock,norm,0.003,,0.315789,0.511278,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.954927    0.950141    0.578947   NaN
1      1    0.905309    1.166465    0.631579   NaN
2      2    0.811137    1.003951    0.578947   NaN
3      3    0.845867    1.040550    0.473684   NaN
4      4    0.777881    1.023259    0.473684   NaN
5      5    0.857455    0.993919    0.315789   NaN
6      6    0.765171    1.002526    0.526316   NaN",0.631579,14.0
164,resnet34_0.003_modified_True,resnet34,stock,norm,0.003,,0.611111,0.674603142857143,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.990659    0.841630    0.611111   NaN
1      1    0.953744    1.136042    0.722222   NaN
2      2    0.952416    1.326442    0.722222   NaN
3      3    0.910534    1.146612    0.777778   NaN
4      4    0.947587    0.926688    0.611111   NaN
5      5    0.874949    0.958040    0.611111   NaN
6      6    0.845376    0.953220    0.666667   NaN",0.777778,15.0
165,resnet34_0.003_None_False,resnet34,stock,norm,0.003,,0.42105299999999996,0.518797,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.028874    0.866497    0.631579   NaN
1      1    1.080910    1.030316    0.578947   NaN
2      2    0.900451    1.271768    0.473684   NaN
3      3    0.857104    1.079765    0.526316   NaN
4      4    0.881306    1.053235    0.421053   NaN
5      5    0.836098    1.073833    0.526316   NaN
6      6    0.823854    1.124242    0.473684   NaN",0.631579,16.0
166,resnet34_0.003_None_False,resnet34,stock,norm,0.003,,0.368421,0.4210528571428572,"   epoch  train_loss  valid_loss  error_rate  time
0      0    1.102726    0.785265    0.421053   NaN
1      1    1.005428    0.783481    0.421053   NaN
2      2    0.836704    0.801774    0.421053   NaN
3      3    0.840463    0.826183    0.473684   NaN
4      4    0.748656    0.645686    0.368421   NaN
5      5    0.797303    0.700644    0.421053   NaN
6      6    0.798957    0.647384    0.421053   NaN",0.473684,17.0
167,resnet34_0.003_None_False,resnet34,stock,norm,0.003,,0.473684,0.5714287142857142,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.919208    0.821599    0.526316   NaN
1      1    0.950232    1.137857    0.684211   NaN
2      2    0.874788    0.894436    0.473684   NaN
3      3    0.835295    0.883967    0.526316   NaN
4      4    0.812014    0.901944    0.684211   NaN
5      5    0.751721    0.821260    0.578947   NaN
6      6    0.669051    0.924574    0.526316   NaN",0.684211,18.0
168,resnet34_0.003_None_False,resnet34,stock,norm,0.003,,0.42105299999999996,0.4962408571428572,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.981931    0.803975    0.473684   NaN
1      1    0.821789    0.843807    0.421053   NaN
2      2    0.818249    1.345823    0.684211   NaN
3      3    0.849240    0.897649    0.421053   NaN
4      4    0.760789    0.883426    0.421053   NaN
5      5    0.752139    0.896667    0.526316   NaN
6      6    0.724286    0.888788    0.526316   NaN",0.684211,19.0
169,resnet34_0.003_None_False,resnet34,stock,norm,0.003,,0.388889,0.5238095714285713,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.924228    0.941391    0.555556   NaN
1      1    0.857427    1.026725    0.722222   NaN
2      2    0.878211    1.062440    0.444444   NaN
3      3    0.870291    0.843603    0.666667   NaN
4      4    0.918381    0.833232    0.388889   NaN
5      5    0.904299    0.682410    0.388889   NaN
6      6    0.811570    0.694339    0.500000   NaN",0.722222,20.0
170,resnet34_0.003_Stock_False,resnet34,stock,norm,0.003,,0.315789,0.5037592857142857,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.857971    0.669874    0.368421   NaN
1      1    1.008978    1.018948    0.789474   NaN
2      2    0.942847    0.884024    0.578947   NaN
3      3    0.901127    0.685825    0.578947   NaN
4      4    0.874632    0.669452    0.421053   NaN
5      5    0.895054    0.725171    0.473684   NaN
6      6    0.726062    0.634359    0.315789   NaN",0.789474,21.0
171,resnet34_0.003_Stock_False,resnet34,stock,norm,0.003,,0.526316,0.6390977142857143,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.932927    0.808105    0.526316   NaN
1      1    0.933625    1.022260    0.578947   NaN
2      2    0.998190    1.200215    0.631579   NaN
3      3    0.884012    1.146195    0.631579   NaN
4      4    0.897692    1.165636    0.736842   NaN
5      5    0.858778    1.099403    0.631579   NaN
6      6    0.818813    1.079956    0.736842   NaN",0.736842,22.0
172,resnet34_0.003_Stock_False,resnet34,stock,norm,0.003,,0.473684,0.5864661428571428,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.911750    1.027831    0.736842   NaN
1      1    0.816641    0.999293    0.473684   NaN
2      2    0.770545    1.045906    0.578947   NaN
3      3    0.873117    0.893869    0.526316   NaN
4      4    0.826244    0.850016    0.578947   NaN
5      5    0.778983    0.816980    0.684211   NaN
6      6    0.819930    0.751332    0.526316   NaN",0.736842,23.0
173,resnet34_0.003_Stock_False,resnet34,stock,norm,0.003,,0.21052600000000002,0.44360900000000003,"   epoch  train_loss  valid_loss  error_rate  time
0      0    0.915477    0.902057    0.631579   NaN
1      1    0.916931    0.987290    0.631579   NaN
2      2    0.972832    0.920710    0.526316   NaN
3      3    0.929555    0.666176    0.210526   NaN
4      4    0.862731    0.743063    0.368421   NaN
5      5    0.840085    0.754007    0.368421   NaN
6      6    0.783803    0.771480    0.368421   NaN",0.631579,24.0
